name,genre,type,rating,members
Ninku: Knife no Bohyou,"Action, Adventure, Comedy, Martial Arts, Shounen",Special,6.13,280
Rescue Me!,"Ecchi, Harem, Romance",OVA,6.13,14381
Shin Strange+ Special,"Comedy, Shoujo, Slice of Life",Special,6.13,1094
Shining Hearts: Shiawase no Pan Specials,"Fantasy",Special,6.13,1572
Sprite: Between Two Worlds,"Comedy, Ecchi, Romance, School",OVA,6.13,810
Starry Tales: Seiza wa Toki wo Koete,"Fantasy, Space",Movie,6.13,286
Yonhyakunijuu Renpai Girl,"Comedy, Romance, School",Special,6.13,2852
Yoroiden Samurai Troopers Message,"Adventure, Fantasy, Samurai, Shounen",OVA,6.13,1299
AIKa R-16: Virgin Mission,"Action, Comedy, Ecchi",OVA,6.12,13346
Alexander Senki Movie,"Action, Adventure, Dementia, Historical, Military, Mystery, Shounen, Supernatural",Movie,6.12,1258
Arei no Kagami: Way to the Virgin Space,"Action, Adventure, Sci-Fi, Space",Movie,6.12,549
Bannou Yasai Ninninman,"Comedy, Supernatural",Movie,6.13,3612
Channel 5.5 3rd Season,"Comedy, Parody",ONA,6.12,280
Decorator,"Music",Music,6.12,880
Digimon Adventure 3D: Digimon Grand Prix!,"Action, Adventure, Comedy, Fantasy, Kids, Parody, Sports",Movie,6.12,4882
Downloader,"Music",Music,6.12,3680
Gaist Crusher,"Action, Fantasy, Supernatural",TV,6.12,1294
Garo: Guren no Tsuki Special,"Action, Demons, Fantasy, Magic, Supernatural",Special,6.10,930
Genocyber,"Action, Horror, Mecha, Psychological, Sci-Fi",OVA,6.12,12158
Ginga Tansa 2100-nen: Border Planet,"Sci-Fi",Special,6.12,336
Green Green OVA,"Comedy, Ecchi, Romance, School",OVA,6.12,21620
Houma Hunter Lime,"Comedy, Fantasy",OVA,6.12,945
Kyouryuu Tankentai Born Free,"Action, Sci-Fi",TV,6.12,236
Mobile Suit SD Gundam Mk III,"Mecha, Parody, Sci-Fi",OVA,6.12,1805
Puchitto Gargantia Special,"Comedy, Mecha, Sci-Fi",Special,6.12,1786
Sagashita no wa Oheya, Mitsuketa no wa Mirai,"Romance, Slice of Life",ONA,6.12,204
Samurai Gun,"Action, Historical, Seinen",TV,6.12,5381
Stitch!,"Adventure, Comedy, Kids",TV,6.12,2569
World Fool News (TV),"Comedy, Slice of Life",TV,6.12,999
Yonimo Osoroshii Nihon Mukashibanashi,"Dementia, Horror, Psychological",OVA,6.12,655
Ys IV: The Dawn of Ys,"Action, Adventure, Fantasy, Game",Special,6.12,237
Yuru Yuri: Doushite, Tomaranai, Tokimeki, Dokidoki, Paradox, Eternal,"Comedy",Special,6.13,12967
Anime Tenchou,"Action, Parody",OVA,6.11,6066
Believe,"Action, Music, Super Power",Music,6.11,616
Dallos,"Action, Mecha, Sci-Fi",OVA,6.11,2520
Gakuen Handsome,"Comedy, Parody, School, Shounen Ai",TV,6.11,10696
Happy World!,"Comedy, Ecchi, Fantasy, Romance",OVA,6.11,4348
Kaitou Tenshi Twin Angel: Kyun Kyun☆Tokimeki Paradise!! OVA,"Magic",OVA,6.11,362
Kanojo wa Zombie,"Music, Romance",Music,6.11,387
Karasu Tengu Kabuto: Ougon no Me no Kemono,"Action, Adventure, Drama, Historical",OVA,6.11,735
Kashou no Tsuki: Aki Kyougen,"Historical, Romance, Shoujo, Supernatural",OVA,6.11,3621
Legend of Crystania OVA,"Action, Adventure, Fantasy, Magic, Supernatural",OVA,6.11,2521
Lily C.A.T.,"Horror, Sci-Fi, Space",Movie,6.11,2068
Mangirl!: Asobu Henshuu Girl,"Comedy, Slice of Life",Special,6.11,3933
Ojisan to Marshmallow Special,"Comedy",Special,6.11,6392
Pia Carrot e Youkoso!!: Sayaka no Koi Monogatari,"Comedy, Romance",Movie,6.11,1804
Shin SOS Dai Tokyo Tankentai,"Adventure",Movie,6.11,977
Shoka,"Action, Fantasy, Historical",Special,6.11,3355
Suki Desu Suzuki-kun!!,"Romance",OVA,6.11,3514
Taboo Tattoo,"Action, Comedy, Martial Arts, Mystery, Super Power, Supernatural",TV,6.11,99460
Tooryanse,"Music, Supernatural",Music,6.11,305
Usaru-san,"Kids",Special,6.11,822
Arata Kangatari Picture Drama,"Fantasy",Special,6.10,1129
Bamboo Blade: CM Fanfu-Fufe-Fo,"Comedy, Parody, Sci-Fi",Special,6.10,455
Bio Hunter,"Action, Demons, Horror",OVA,6.10,5719
Buddha Saitan,"Psychological, Romance, Supernatural",Movie,6.10,3824
Byulbyul Iyagi,"Drama, Psychological",Movie,6.10,235
Cinnamon no Parade,"Fantasy",ONA,6.10,186
Comet Lucifer: Garden Indigo no Shasou kara,"Adventure, Comedy, Fantasy",Special,6.10,2769
Eiyuu Gaiden Mozaicka,"Fantasy",OVA,6.10,558
Hanabi,"Drama, Music, Romance, Slice of Life",Music,6.10,162
Hot Minute: Gudetama,"Comedy, Kids",Special,6.10,213
Kagami no Genon,"Slice of Life",Movie,6.10,1803
Kare Baka: Wagahai no Kare wa Baka de R,"Comedy, Romance, School",ONA,6.10,4391
Kikumana,"Dementia, Psychological",ONA,6.10,4723
Piano,"Drama, Music, Romance, Shoujo, Slice of Life",TV,6.10,5674
Rokushin Gattai GodMars (1982),"Action, Mecha, Sci-Fi, Space",Movie,6.10,304
Seikon no Qwaser Picture Drama,"Ecchi",Special,6.10,8932
Show By Rock!!: Legend of Shingan Crimsonz,"Comedy, Music",ONA,6.10,516
Strange+,"Comedy, Shoujo, Slice of Life",TV,6.10,21006
Sushi Ninja,"Action, Comedy, Fantasy",ONA,6.10,287
The SoulTaker: Tamashii-gari - Komugi Daisakusen,"Comedy",Special,6.10,1266
White Album 2 Picture Drama,"Drama, Ecchi",Special,6.10,2296
Yamato 2520,"Action, Adventure, Military, Sci-Fi",OVA,6.10,726
Yodaka no Hoshi (Music),"Drama, Fantasy, Music, Slice of Life",Music,6.10,478
Backkom,"Comedy, Kids",TV,6.09,423
Chime,"Music",Music,6.09,3125
Geisters: Fractions of the Earth,"Action, Sci-Fi",TV,6.09,670
Himitsu no Akko-chan (Movie),"Magic, School, Shoujo",Movie,6.09,228
Mai no Mahou to Katei no Hi,"Drama, Magic",Special,6.09,1131
Majuu Senshi Luna Varga,"Adventure, Comedy, Ecchi, Fantasy, Magic",OVA,6.09,640
Minna Atsumare! Falcom Gakuen SC,"Comedy, Parody, School, Seinen",TV,6.09,1366
Miracle Shoujo Limit-chan,"Comedy, Magic, School, Sci-Fi, Shoujo, Super Power",TV,6.09,236
Mu Di,"Music",Movie,6.09,145
Mujaki no Rakuen,"Comedy, Ecchi, Romance, School, Seinen",OVA,6.09,12054
Musaigen no Phantom World: Limitless Phantom World,"Comedy, Fantasy, Supernatural",Special,6.09,6401
Nanmu Ichibyousokusai,"Historical, Music",Movie,6.09,251
Nurse Witch Komugi-chan R,"Comedy, Magic, Parody",TV,6.09,7376
Ra/Radio Noise*Planet,"Adventure, Psychological, Sci-Fi",OVA,6.09,595
Rokushin Gattai GodMars: Juunanasai no Densetsu,"Action, Mecha, Sci-Fi, Space",OVA,6.09,408
Saint Beast: Seijuu Kourin-hen,"Action, Fantasy, Magic, Supernatural",TV,6.09,6177
Tonari no 801-chan R,"Comedy, Music",OVA,6.09,1947
Toshi Densetsu Monogatari Hikiko,"Horror",OVA,6.09,2963
Ultraviolet: Code 044,"Action, Sci-Fi",TV,6.09,3784
Xanadu Dragonslayer Densetsu,"Adventure, Comedy, Fantasy",OVA,6.09,307
Zettai Bouei Leviathan: Mini Takibi Gekijou,"Comedy, Fantasy, Magic",Special,6.09,1203
Adachi-ga Hara,"Sci-Fi",Movie,6.08,516
AIKa Zero,"Action, Adventure, Comedy, Ecchi",OVA,6.08,9595
Divergence Eve,"Adventure, Comedy, Drama, Mecha, Military, Sci-Fi, Space",TV,6.08,7833
GAME OVER feat. Hatsune Miku,"Music",Music,6.08,1400
Getter Robo (Movie),"Action, Mecha, Sci-Fi, Shounen",Movie,6.08,527
Goddamn,"Action, Cars, Seinen, Sports",OVA,6.08,582
Gunslinger Stratos: The Animation - Kikan/Kaze no Yukue,"Action, Sci-Fi",ONA,6.08,1348
Hello Kitty no Kaguya-hime,"Fantasy, Kids",OVA,6.08,176
Himitsu no Akko-chan: Umi da! Obake da!! Natsu Matsuri,"Magic, Shoujo",Movie,6.08,200
Kikou Sennyo Rouran,"Action, Fantasy, Mecha",TV,6.08,1049
Koneko no Rakugaki,"Comedy",Movie,6.08,547
Naikaku Kenryoku Hanzai Kyousei Torishimarikan Zaizen Joutarou,"Action, Drama, Police, Seinen",TV,6.08,627
Najica Dengeki Sakusen,"Action, Comedy, Ecchi, Sci-Fi",TV,6.08,9605
Pankis! 2-jigen,"Comedy, Music",TV,6.08,331
Sarutobi Ecchan,"Comedy, Kids, Magic, School",TV,6.08,357
Scoopers,"Action, Sci-Fi",OVA,6.08,195
Time Slip Ichimannen: Prime Rose,"Action, Adventure, Drama, Romance, Sci-Fi",Special,6.08,584
Tsuki wa Higashi ni Hi wa Nishi ni: Operation Sanctuary OVA,"Comedy, Drama, Harem, Romance, Sci-Fi",OVA,6.08,550
Tuzki: Love Assassin,"Comedy, Romance",ONA,6.08,309
Wakusei Robo Danguard Ace tai Konchuu Robot Gundan,"Mecha, Sci-Fi",Movie,6.08,232
Yes! BanG_Dream!,"Music",Music,6.06,353
Ai to Ken no Camelot: Mangaka Marina Time Slip Jiken,"Adventure, Comedy, Fantasy",OVA,6.07,348
Antinotice,"Music",Music,6.07,744
Cream Lemon: Lemon Angel,"Ecchi",TV,6.07,1068
Duel Masters Movie 1: Yami no Shiro no Maryuuou,"Adventure, Kids",Movie,6.07,748
Gensou Jotan Ellcia,"Adventure, Fantasy",OVA,6.07,940
Hana no Ko Lunlun: Konnichiwa Sakura no Kuni,"Drama, Magic, Shoujo",Movie,6.07,423
Hate You,"Music",Music,6.07,1222
Idol Bouei-tai Hummingbird,"Action, Adventure, Comedy, Military, Music, Shounen",OVA,6.07,825
La Primavera,"Music",Music,6.07,86
Misenai Namida wa, Kitto Itsuka,"Fantasy, Music",Music,6.07,279
Oh! Super Milk-chan,"Action, Comedy, Parody, Sci-Fi",TV,6.07,2757
Oreca Battle,"Game",TV,6.07,1632
Sono Kinisasete yo: My My Mai,"Comedy, Ecchi, Supernatural",OVA,6.07,1018
Strobe Light,"Music",Music,6.07,313
Tabidachi: Ami Shuushou,"Drama, Ecchi, Romance",Movie,6.07,402
Taisei Kensetsu: Shin Doha Kokusai Kuukou,"Drama",Special,6.07,1705
Ultraman USA,"Action, Adventure, Sci-Fi",Movie,6.07,243
Wake Up, Girl Zoo!,"Comedy",ONA,6.07,3308
Wake Up, Girls! no Miyagi PR Yarasete Kudasai!,"Drama",Special,6.10,535
Ayane-chan High Kick!,"Comedy, Shounen, Sports",OVA,6.06,2439
Behind a Smile,"Action, Demons, Music",Music,6.06,292
Cinderella Express,"Comedy, Ecchi, Romance, Seinen",OVA,6.06,299
Defend Love,"Adventure, Fantasy, Magic, Mecha, Music, Romance, Sci-Fi, Super Power, Supernatural",Music,6.06,1162
Diabolik Lovers OVA,"Harem, School, Shoujo, Vampire",OVA,6.06,13638
Gunparade Orchestra,"Drama, Mecha, Military, Romance, Sci-Fi, Slice of Life",TV,6.06,2816
Hatsukoi Monster,"Comedy, Romance, School, Shoujo",TV,6.06,37238
Himitsu Spark,"Music",Music,6.06,367
Inferno Cop Specials,"Action, Comedy",Special,6.06,755
Juusou Kikou Dancougar Nova,"Mecha",TV,6.06,3326
Koi Hanabi,"Fantasy, Music",Music,6.06,235
Komaneko no Christmas: Maigo ni Natta Present,"Comedy, Fantasy",Movie,6.06,207
Mahou no Star Magical Emi: Semishigure,"Comedy, Magic, Shoujo",OVA,6.06,337
Mangirl!,"Comedy, Slice of Life",TV,6.05,19015
Marginal Prince: Gekkeiju no Ouji-tachi,"Romance, School, Shounen Ai",TV,6.06,7962
Maria†Holic: Run Run Riru Ran Ran Rara,"Comedy, Music",Music,6.06,2778
Nobiro Nobiro Daisuki na Ki,"Fantasy, Music",Music,6.06,168
Osiris no Tenbin,"Drama, Supernatural, Thriller",ONA,6.06,1447
Ryuusei Sentai Musumet,"Adventure, Comedy, Ecchi, Romance, Sci-Fi",TV,6.06,1331
Saa Ikou! Tamagotchi,"Kids",TV,6.06,487
Seihou Tenshi Angel Links,"Action, Adventure, Comedy, Drama, Romance, Sci-Fi, Space",TV,6.06,4817
Shijin no Shougai,"Drama, Fantasy, Psychological",Movie,6.06,541
Teito Monogatari,"Historical, Horror, Supernatural",OVA,6.06,3393
Turning Girls,"Comedy, Slice of Life",ONA,6.06,4588
Yuugen Kaisha: Jiken File 00 - Hajimari wa Ayashiku mo Hanayaka ni,"Adventure, Comedy, Supernatural",Special,6.06,265
Cheer Danshi!! Recap,"School, Sports",Special,6.06,2537
Chiisana Jumbo,"Fantasy, Kids, Music",Movie,6.05,202
Chou Seimeitai Transformers Beast Wars Metals: Convoy Daihenshin!,"Action, Mecha, Sci-Fi, Super Power",Movie,6.05,389
Dore Dore no Uta,"Music",Music,6.05,1658
G-9,"Fantasy",OVA,6.05,1693
Glass no Kamen Desu ga the Movie: Onna Spy no Koi! Murasaki no Bara wa Kiken na Kaori!?,"Comedy, Parody",Movie,6.05,433
Guardian Hearts-Power UP!,"Action, Comedy, Ecchi, Fantasy, Harem, Magic, Romance",OVA,6.05,2402
Hoka Hoka Kazoku,"Comedy",TV,6.05,194
Kaitou Tenshi Twin Angel,"Magic",OVA,6.05,3442
Lemon Angel (1988/II),"Ecchi",TV,6.05,462
Love♥Love?,"Comedy, Ecchi, Harem, Romance",TV,6.05,15114
Memories Off,"Drama, Romance",OVA,6.05,4488
Mobile Suit Gundam 0083: Stardust Memory Picture Drama - Uchuu no Kagerou 2,"Action, Mecha, Space",Special,6.05,269
Parol no Miraijima,"Action, Adventure, Fantasy",Movie,6.05,1541
Samurai Girl Real Bout High School,"Adventure, Comedy, Fantasy, Shounen",TV,6.05,6689
Sengoku Kitan Youtouden Soushuuhen,"Action, Martial Arts, Samurai",Movie,6.05,3110
Shuten Douji,"Demons, Historical, Horror, Sci-Fi, Shounen, Space, Supernatural",OVA,6.05,1036
Teinenpi Shoujo Haiji,"Comedy",ONA,6.05,216
vivi,"Adventure, Fantasy, Music, Romance",Music,6.05,134
AIKa,"Action, Adventure, Comedy, Ecchi, Sci-Fi",OVA,6.04,17545
Angel Cop,"Action, Police, Sci-Fi",OVA,6.04,5663
Babyshiba,"Comedy",Special,6.04,129
Birth,"Action, Adventure, Comedy, Sci-Fi",OVA,6.04,2129
Bouken! Iczer 3,"Action, Adventure, Sci-Fi",OVA,6.04,1218
Busou Chuugakusei: Basket Army,"Action, Military",ONA,6.04,4046
Deimos no Hanayome: Ran no Kumikyoku,"Demons, Drama, Fantasy, Horror, Magic, Mystery, Psychological, Shoujo, Supernatural",OVA,6.04,2030
Gall Force: New Era,"Action, Mecha, Military, Sci-Fi, Space",OVA,6.04,950
High School Agent,"Action, Drama, Military",OVA,6.04,219
Install Pilot,"Action, Sci-Fi, Shounen",Special,6.04,456
Kerokko Demetan,"Comedy, Fantasy, Kids",TV,6.04,533
Lesson XX,"Romance, Shounen Ai",OVA,6.04,4574
Licca-chan to Yamaneko Hoshi no Tabi,"Adventure, Fantasy, Kids, Magic",OVA,6.04,189
Monster Hunter Stories: Ride On,"Fantasy",TV,6.03,6848
Nayuta,"Action, Sci-Fi, Shoujo",OVA,6.04,549
Otome Nadeshiko Koi Techou,"Historical, Shoujo",OVA,6.04,3074
Regalia: The Three Sacred Stars,"Action, Mecha, Sci-Fi",TV,6.03,16766
Shining Hearts: Shiawase no Pan - Kokoro ga Todoita Picture Drama,"Fantasy",Special,6.04,1292
Soul Buster,"Action, Samurai",TV,6.01,11086
Strange+ Special,"Comedy, Shoujo, Slice of Life",Special,6.04,1235
Tetsuwan Atom: Ao Kishi no Kan,"Action, Mecha, Sci-Fi",Movie,6.04,282
Transformers Superlink Special,"Adventure, Kids, Mecha, Sci-Fi, Shounen",Special,6.04,418
Transformers: Scramble City,"Action, Mecha, Sci-Fi, Shounen",OVA,6.04,792
Anime Oyako Gekijou,"Adventure, Fantasy, Historical, Kids, Sci-Fi",TV,6.03,1074
Chiisana Ojisan,"Slice of Life",TV,6.03,478
Committed RED,"Music",Music,6.03,140
DD Hokuto no Ken 2 Ichigo Aji+,"Comedy, Parody, School, Seinen",TV,6.03,1695
Forsaken,"Music, Vampire",Music,6.03,583
Girlfriend (Kari),"School, Slice of Life",TV,6.03,24338
Himegoto,"Comedy, School",TV,6.03,42129
Kaitou Tenshi Twin Angel: Kyun Kyun☆Tokimeki Paradise!!,"Magic",TV,6.03,4669
Kokoro Toshokan: Communication Clips,"Comedy, Drama, Slice of Life",Special,6.03,455
Kotetsu no Daibouken,"Action, Comedy, Ecchi, Fantasy, Magic, Romance, Sci-Fi, Shounen",OVA,6.03,1420
Mahou Shoujo Nante Mou Ii Desukara.,"Comedy, Magic",TV,6.03,13654
Minna Agechau♡,"Comedy, Ecchi, Romance",OVA,6.03,690
Petit Eva: Evangelion@School,"Comedy, Parody, School",ONA,6.03,15734
Shihaisha no Tasogare,"Action, Demons, Drama, Horror, Sci-Fi, Shoujo, Supernatural",OVA,6.03,4377
Super Mario World: Mario to Yoshi no Bouken Land,"Comedy, Game, Kids",OVA,6.02,163
Active Raid: Kidou Kyoushuushitsu Dai Hachi Gakari,"Comedy, Mecha, Police, Sci-Fi",TV,6.02,37993
Avenger,"Adventure, Fantasy, Sci-Fi, Shounen",TV,6.02,12286
Babel Nisei (1992),"Action, Mecha, Sci-Fi",OVA,6.02,1074
Bounty Hunter: The Hard,"Action, Police",OVA,6.02,430
Chocotan!,"Comedy, Shoujo",Special,6.02,2923
Chouon Senshi Borgman: Lovers Rain,"Action, Demons, Sci-Fi, Shounen",Movie,6.02,404
Cyclops Shoujo Saipuu,"Comedy, Ecchi, School, Slice of Life",ONA,6.02,15329
Firestorm,"Action, Mecha, Military, Sci-Fi",TV,6.02,615
G-On Riders,"Action, Comedy, School, Sci-Fi",TV,6.02,2606
Gokiburi-tachi no Tasogare,"Drama, Military",Movie,6.02,794
Ishida to Asakura,"Comedy, School, Seinen",TV,6.02,9800
Kingdom of Chaos: Born to Kill,"Fantasy",OVA,6.02,496
Kizuna (Special),"Drama, Romance, Slice of Life",Special,6.02,394
La Rose de Versailles,"Drama, Historical, Military, Romance, Shoujo Ai, Slice of Life",Special,6.02,1812
Mobile Suit SD Gundam Musha, Knight, Commando,"Action, Comedy, Fantasy, Mecha, Parody",Movie,6.02,860
Oyaji no, Imo no Kamisama.,"Slice of Life",Special,6.02,202
Sailor Victory,"Action, Comedy, Mecha, Sci-Fi",OVA,6.02,801
Soul Link Special,"Adventure, Comedy, Ecchi, Military, Romance, Sci-Fi, Space",Special,6.02,1973
Three Monks,"Music",Movie,6.02,196
4-Day Weekend,"Music",Music,6.01,1712
Ashita e Mukau Hito,"Music",Music,6.02,105
Baton,"Adventure, Sci-Fi",Movie,6.01,1482
Chokkyuu Hyoudai Robot Anime: Straight Title,"Comedy, Mecha",TV,6.01,1399
DušaN,"Music, Psychological",Music,6.01,419
Full Moon Party,"Music",Music,6.01,1020
Guardian Hearts,"Comedy, Ecchi, Magic, Romance, School",OVA,6.01,5409
Hipira-kun ONA,"Comedy, Fantasy, Kids, Supernatural, Vampire",ONA,6.01,318
Ima, Futari no Michi,"Drama",Special,6.01,352
Jack to Mame no Ki (1989),"Adventure, Dementia, Kids",OVA,6.01,630
Kara The Animation,"Action",TV,6.01,572
Kotoura-san: Haruka no Heya,"Comedy, School",ONA,6.01,9641
Otaku no Seiza,"Comedy, Parody",OVA,6.01,378
Princess Rouge,"Fantasy, Romance",OVA,6.01,1025
Ryo,"Action, Drama, Historical, Samurai",Movie,6.01,8687
SOS TV Walpurgis Night Fever,"Comedy, Sci-Fi",ONA,6.01,422
Techno Police 21C,"Action, Mecha, Police, Sci-Fi",Movie,6.01,402
Ulysses 31 Pilot,"Action, Adventure, Sci-Fi, Space",Special,6.01,218
Aoi Sekai no Chuushin de,"Action, Adventure, Ecchi, Fantasy, Parody, Shounen",Special,6.00,25693
Comet Lucifer,"Action, Adventure, Fantasy, Mecha",TV,6.00,66659
Gdleen,"Fantasy, Sci-Fi",OVA,6.00,408
Kodomo no Keijijougaku,"Fantasy",ONA,6.00,543
Medamayaki no Kimi Itsu Tsubusu?,"Comedy, Seinen",Special,6.00,712
Nanairo Kakumei,"Comedy, School, Shoujo",Special,6.00,477
Planet:Valkyrie,"Action, Music",ONA,6.00,883
Rio: Rainbow Gate!,"Comedy, Ecchi, Game",TV,6.00,22396
Sekai de Ichiban Tsuyoku Naritai!,"Action, Ecchi, Sports",TV,6.00,26513
Sekai Kei Sekai Ron,"Psychological, Sci-Fi",OVA,6.00,644
Shin Onimusha: Dawn of Dreams the Story,"Action, Demons, Historical, Martial Arts, Samurai",OVA,6.00,695
Sora Iro no Tane,"Kids",Special,6.00,2016
T.P. Sakura: Time Paladin Sakura,"Action, Magic",OVA,6.00,2784
The Epic Of ZektBach,"Action, Fantasy, Supernatural",OVA,6.00,2792
6♥Princess,"Magic, Music",Music,5.99,1807
Cosplay Complex,"Comedy, Ecchi, Parody, School",OVA,5.99,8706
D-1 Devastator,"Mecha, Sci-Fi",OVA,5.99,320
Dededen,"Slice of Life",Special,5.99,158
Dibetagurashi: Ahiru no Seikatsu,"Comedy, Slice of Life",TV,5.99,586
Early Reins,"Action, Adventure, Seinen",OVA,5.99,1902
First Squad,"Action, Music",Music,5.99,4946
Ghibli ga Ippai Special Short Short,"Slice of Life",Special,5.99,733
Gun x Sword-san,"Action, Dementia, Parody",Special,5.99,2168
Hoshizora Kiseki,"Romance, Sci-Fi",ONA,5.99,7674
Idol Project,"Adventure, Comedy, Music",OVA,5.99,958
Kakyuusei 2: Hitomi no Naka no Shoujo-tachi,"Comedy, Drama, Harem, Romance, School",TV,5.99,3334
Katsura Hime,"Action, Comedy",Movie,5.99,116
Kita e: Pure Session,"Music",Music,5.99,212
Melody,"Drama",ONA,5.99,1018
Nenga no Kizuna,"Slice of Life",ONA,5.99,178
Nexus,"Music",Music,5.99,1884
SD Gundam Gaiden,"Adventure, Comedy, Fantasy, Mecha",OVA,5.99,1467
Si Ling Bianma: Zhi Shijie Caozong Zhe,"Fantasy, Game, Horror, Mystery, Parody, Psychological",ONA,5.99,563
Space Station No.9,"Music, Sci-Fi",Music,5.99,1629
Youkoso Jitsuryoku Shijou Shugi no Kyoushitsu e,"Comedy, Romance, School",Special,5.99,718
Beast Saga,"Action, Kids, Sci-Fi, Shounen",TV,5.98,861
Boku wa Kuma,"Kids, Music, Slice of Life",Music,5.98,985
Crazy for It,"Dementia, Music",Movie,5.98,539
Donyatsu Specials,"Comedy, Sci-Fi, Seinen",Special,5.98,231
Dream Creator feat. GUMI,"Music",Music,5.98,571
Gakuen Handsome: Legend of Sexy,"Comedy, Music",Music,6.00,363
Hashire!,"Comedy",ONA,5.98,556
Kaichuu!,"Comedy, Seinen, Sports",ONA,5.98,6941
Kamisama Dolls Specials,"Comedy",Special,5.98,4985
Koi-ken!: Watashitachi Anime ni Nacchatta!,"Ecchi, Music",ONA,5.98,3384
Magma Taishi,"Action, Sci-Fi, Shounen, Space, Super Power",OVA,5.98,421
Mahou Shoujo Sonico★Magica,"Music, Parody",ONA,5.98,13266
Ninja Mono,"Adventure, Comedy, Shounen, Supernatural",OVA,5.98,1651
Stitch!: Piko Kara no Chousenjou,"Adventure, Comedy, Kids",Special,5.98,458
Tactical Roar Special,"Action, Comedy, Ecchi, Military, Romance, Sci-Fi",Special,5.98,1252
Yoshino no Hime,"Comedy, Fantasy, Historical, Slice of Life",ONA,5.98,339
Yu Bang Xiang Zheng,"Historical",Movie,5.98,216
Ame to Shoujo to Watashi no Tegami,"Shoujo",ONA,5.97,6686
Bab Mook Ja,"Slice of Life",Movie,5.97,306
Fushigi na Somera-chan,"Comedy, Magic, Slice of Life",TV,5.97,7988
Juuza Engi: Engetsu Sangokuden - Gaiden Youzhou Genya,"Fantasy, Historical, Romance, Shoujo",OVA,5.97,2147
Kakko Kawaii Sengen!,"Comedy",TV,5.97,590
Kiitarou Shounen no Youkai Enikki,"Comedy, Supernatural",TV,5.97,11986
Kikyuu,"Music",Music,5.97,247
Koi Koi 7 Specials,"Comedy, Ecchi",Special,5.97,1623
Long Riders Recap,"Comedy, Shounen, Slice of Life, Sports",Special,5.97,582
Mobile Suit SD Gundam Mk V,"Comedy, Mecha, Parody, Sci-Fi",OVA,5.97,1294
Mother: Saigo no Shoujo Eve,"Adventure, Drama, Sci-Fi",Movie,5.97,697
Refrain Blue,"Drama, Romance",OVA,5.97,1181
Yuki Terai,"Music",OVA,5.97,280
Choboraunyopomi Gekijou Dai Ni Maku Ai Mai Mii: Mousou Catastrophe,"Comedy, Slice of Life",TV,5.95,6220
Dark Side Cat,"Action",ONA,5.96,1821
Erementar Gerad: Aozora no Senki,"Music",Music,5.96,759
Fake Doll,"Music",Music,5.96,893
Hatsune Miku: Hiyashite Narasou Okashi no Ii Oto,"Music",ONA,5.97,578
Koi Koi 7,"Comedy, Harem, Romance",TV,5.96,10399
Mahou no Tenshi Creamy Mami: Zutto Kitto Motto,"Fantasy, Magic, Music, Romance, School, Sci-Fi, Shoujo",Music,5.96,129
Mugen no Ryvius: Illusion,"Comedy",Special,5.96,517
Oshare Kozou wa Hanamaru,"Romance, Shoujo",OVA,5.96,327
Shukufuku no Campanella Specials,"Ecchi",Special,5.96,2817
11eyes Picture Drama,"Comedy",Special,5.95,2505
Bloodivores,"Action, Supernatural, Vampire",TV,5.95,36827
Dai Yamato Zero-gou,"Sci-Fi, Space",OVA,5.95,566
DragonBlade,"Action, Fantasy",Movie,5.95,427
Garo: Guren no Tsuki,"Action, Demons, Fantasy, Magic, Supernatural",TV,5.96,17515
Handsome Girl,"Romance, Shoujo",OVA,5.95,1734
Juusenki L-Gaim II: Farewell My Lovely + Pentagona Doors,"Action, Adventure, Drama, Mecha, Sci-Fi, Shounen, Space",OVA,5.95,375
MAPS,"Adventure, Comedy, Sci-Fi",OVA,5.95,1007
Mujigen Hunter Fandora,"Adventure, Fantasy, Sci-Fi",OVA,5.95,688
Pankunchi,"Adventure, Kids",ONA,5.95,210
Psycho Diver: Mashou Bosatsu,"Horror, Psychological, Sci-Fi",OVA,5.95,2137
Rolling☆Girls: Chibi☆Rolling☆Girls Korokoro Gekijou,"Slice of Life",Special,5.95,2111
Ten no Kawa,"Fantasy, Music",Music,5.95,471
Yuri Seijin Naoko-san,"Comedy",OVA,5.95,9485
Akai Hayate,"Action, Martial Arts, Super Power",OVA,5.94,778
