name,genre,type,rating,members
Oppai no Ouja 48,"Hentai",OVA,7.07,3815
Uchuu Kaizoku Sara Special,"Hentai, Sci-Fi",Special,7.07,2441
Hyakujitsu no Bara,"Drama, Yaoi",OVA,7.06,17362
Kyonyuu Hitozuma Onna Kyoushi Saimin,"Hentai",OVA,7.06,2045
Sensitive Pornograph,"Comedy, Drama, Hentai, Romance, Yaoi",OVA,7.06,27518
Suki de Suki de, Suki de The Animation,"Hentai",OVA,7.06,5108
Yokujou Bazooka The Animation,"Hentai",OVA,7.06,2361
3Ping Lovers!☆Ippu Nisai no Sekai e Youkoso♪ The Animation,"Hentai",OVA,7.05,3541
Himesama Gentei!,"Hentai",OVA,7.05,4132
Ojousama Yomeiri Kousou!,"Hentai",OVA,7.05,3853
Amakano,"Hentai",OVA,7.04,2695
Dekakute Ecchi na Ore no Ane,"Hentai",OVA,7.04,3843
Discipline,"Hentai, School",OVA,7.04,15917
Kakushi Dere,"Hentai",OVA,7.04,3528
Himekishi Lilia,"Demons, Fantasy, Hentai, Horror, Magic, Supernatural",OVA,7.02,5445
Kirepapa.,"Comedy, Drama, Romance, Yaoi",OVA,7.02,30628
Lingeries,"Hentai",OVA,7.02,4344
Sentakuya Shin-chan,"Hentai",OVA,7.02,5039
Taimanin Asagi,"Action, Demons, Hentai, Martial Arts, Supernatural",OVA,7.02,7603
Tsunpri,"Hentai",OVA,7.02,2362
Accelerando: Datenshi-tachi no Sasayaki,"Hentai",OVA,7.00,7484
Sex Pistols,"Comedy, Drama, Supernatural, Yaoi",OVA,7.00,15885
Shocking Pink!,"Harem, Hentai",OVA,7.00,3877
Tokubetsu Jugyou 3 SLG The Animation,"Hentai",OVA,7.00,2601
Cafe Junkie,"Hentai",OVA,6.99,7889
Front Innocent: Mou Hitotsu no Lady Innocent,"Hentai",OVA,6.99,7713
Haru wo Daite Ita,"Drama, Romance, Yaoi",OVA,6.99,15269
Tayu Tayu,"Harem, Hentai, Romance",OVA,6.99,3579
15 Bishoujo Hyouryuuki,"Comedy, Harem, Hentai",OVA,6.98,11680
Ane Koi: Suki Kirai Daisuki.,"Hentai",OVA,6.98,4115
Aneki... My Sweet Elder Sister The Animation,"Hentai",OVA,6.98,6101
Demon Busters: Ecchi na Ecchi na Demon Taiji The Animation,"Demons, Harem, Hentai, School, Supernatural",OVA,6.98,2713
Please ♥♥♥♥ Me!,"Hentai",OVA,6.98,8152
Ai no Kusabi (2012),"Drama, Romance, Sci-Fi, Yaoi",OVA,6.97,17943
Bible Black Only Version,"Hentai",OVA,6.97,10176
Ane☆Haramix,"Hentai",OVA,6.96,7712
Pandra The Animation: Shiroki Yokubou Kuro no Kibou,"Demons, Fantasy, Hentai, Supernatural",OVA,6.96,2889
Bible Black: New Testament,"Hentai",OVA,6.95,14097
Milk Junkie: Shimai-hen,"Hentai",OVA,6.95,5508
Rensa Byoutou,"Hentai",OVA,6.95,2550
Uchuu Kaizoku Sara,"Hentai, Sci-Fi, Supernatural",OVA,6.95,4777
Amanee!: Tomodachinchi de Konna Koto ni Naru Nante!,"Hentai",OVA,6.94,3054
Kizuna: Koi no kara Sawagi,"Drama, Romance, Yaoi",OVA,6.94,4127
Miboujin Nikki: Akogare no Ano Hito to Hitotsu Yane no Shita,"Hentai",OVA,6.94,3000
Oni Chichi 2,"Hentai",OVA,6.94,11092
Oni Chichi 2: Harvest,"Hentai",OVA,6.94,4310
Ryou Seibai!: Gakuen Bishoujo Seisai Hiroku,"Hentai",OVA,6.94,2898
Shoujo x Shoujo x Shoujo The Animation,"Harem, Hentai",OVA,6.94,3505
Shoujo-tachi no Sadism The Animation,"Hentai",OVA,6.94,1247
Spocon!,"Hentai",OVA,6.93,2846
Love Selection The Animation,"Hentai",OVA,6.92,3780
Oppai Gakuen Marching Band-bu!,"Hentai",OVA,6.92,2364
Oppai Heart: Kanojo wa Kedamono Hatsujouki!?,"Hentai",OVA,6.92,4072
Pretty x Cation 2 The Animation,"Hentai",OVA,6.91,939
Uhou Renka,"Hentai",OVA,6.92,4873
Shoukoujo The Animation,"Hentai",OVA,6.90,4313
Words Worth,"Adventure, Demons, Fantasy, Hentai, Magic",OVA,6.90,5080
Yokorenbo: Immoral Mother,"Hentai",OVA,6.90,3890
Alignment You! You! The Animation,"Demons, Hentai, School, Supernatural",OVA,6.89,6951
Ano Ko to Ii Koto,"Hentai",OVA,6.89,2714
Bible Black Gaiden,"Hentai, Supernatural",OVA,6.89,14478
Brandish,"Hentai, Supernatural",OVA,6.89,6742
Chijoku no Seifuku,"Hentai",OVA,6.89,1927
Kyonyuu Try!: Tanki Shuuchuu Chichi Momi Lesson,"Hentai",OVA,6.89,1930
Love 2 Quad,"Hentai",OVA,6.89,4931
Shoujo Sect,"Comedy, Hentai, Romance, Yuri",OVA,6.89,16527
Wizard Girl Ambitious,"Fantasy, Hentai",OVA,6.89,6007
Anata dake Konbanwa,"Hentai",OVA,6.88,3338
Bible Black,"Hentai",OVA,6.88,31309
Honoo no Haramase Tenkousei,"Harem, Hentai, School, Yuri",OVA,6.88,4965
Iizuka-senpai x Blazer: Ane Kyun! yori The Animation,"Hentai",OVA,6.87,920
Gakuen Saimin Reido,"Hentai",OVA,6.87,4850
Koutetsu no Majo Annerose,"Action, Hentai, Supernatural",OVA,6.87,5152
Marshmallow★Imouto★Succubus★,"Hentai",OVA,6.87,2211
Tsumamigui 3 The Animation,"Hentai",OVA,6.87,1400
Watashi ga Toriko ni Natte Yaru,"Hentai",OVA,6.87,2330
Yume Kui: Tsurumiku Shiki Game Seisaku,"Hentai",OVA,6.87,4758
Kao no nai Tsuki,"Hentai",OVA,6.86,7095
Namanaka Hyaku Percent!: Katamusubi no Shinpa,"Hentai",OVA,6.86,3017
Shimaizuma: Shimaizuma 3 The Animation,"Hentai",OVA,6.86,2393
Sora no Iro, Mizu no Iro Ero Specials,"Hentai",OVA,6.86,1771
Warau Kangofu The Animation,"Hentai",OVA,6.86,3040
Aku no Onna Kanbu: Full Moon Night,"Hentai, Supernatural",OVA,6.85,3613
Mrs. Junkie,"Hentai",OVA,6.85,3817
Renai Fuyou Gakuha The Animation,"Hentai",OVA,6.85,2057
Hitozuma♪Kasumi-san,"Hentai",OVA,6.84,3782
Koi Maguwai,"Hentai",OVA,6.83,2633
Kuro Ai: Hitoyozumakan Inkou Rannyuuroku,"Hentai",OVA,6.84,6495
Mama Puri!?,"Hentai",OVA,6.84,2938
Oshaburi Announcer,"Hentai",OVA,6.84,1808
Princess Lover! OVA,"Hentai",OVA,6.84,17437
Renketsu Houshiki,"Hentai",OVA,6.84,5207
Shinsei Futanari Idol: Dekatamakei!,"Hentai",OVA,6.84,1804
Tennen Koi-iro Alcohol,"Hentai",OVA,6.84,2571
Akiba Kei Kanojo,"Hentai",OVA,6.83,9395
Honoo no Haramase Doukyuusei,"Harem, Hentai, School, Yuri",OVA,6.83,3587
Imouto Paradise!,"Hentai",OVA,6.83,7713
Kimi no Mana wa Rina Witch,"Hentai",OVA,6.83,607
Nudist Beach ni Shuugakuryokou de!! The Animation,"Hentai",OVA,6.83,2178
Okusama wa Moto Yariman,"Hentai",OVA,6.83,3390
Shinkyoku no Grimoire The Animation,"Demons, Fantasy, Hentai, Supernatural",OVA,6.83,2072
Yabai! Fukushuu Yami Site,"Hentai",OVA,6.83,3010
Yakata: Kannou Kitan,"Hentai",OVA,6.83,2465
First Love,"Hentai",OVA,6.82,3466
Furueru Kuchibiru,"Hentai",OVA,6.82,3285
Imouto to Sono Yuujin ga Ero Sugite Ore no Kokan ga Yabai,"Hentai",OVA,6.82,1307
JK to Inkou Kyoushi 4,"Hentai",OVA,6.82,3914
Kiriya Hakushaku Ke no Roku Shimai,"Hentai",OVA,6.82,2729
Sei Shoujo The Animation,"Hentai",OVA,6.81,2159
Daiakuji: The Xena Buster,"Hentai",OVA,6.81,4458
Junk Land The Animation,"Hentai, School",OVA,6.80,2321
Kichiku: Haha Shimai Choukyou Nikki,"Hentai",OVA,6.80,2143
School,"Hentai",OVA,6.81,2579
Shabura Rental: Ecchi na Oneesan to no Eroero Rental Obenkyou The Animation,"Hentai",OVA,6.81,2068
Wanna. SpartanSex Spermax!!!,"Hentai",OVA,6.82,3367
Ane to Boin,"Hentai",OVA,6.80,6564
Issho ni H Shiyo,"Hentai",OVA,6.80,4926
Sei Yariman Sisters Pakopako Nikki The Animation,"Hentai",OVA,6.80,2324
Soukan Yuugi,"Hentai",OVA,6.80,4491
Zettai Junshu☆Kyousei Kozukuri Kyokashou!!,"Hentai",OVA,6.80,4538
Gibo no Toiki: Haitoku Kokoro ni Tadayou Haha no Iroka,"Hentai",OVA,6.79,3536
Helter Skelter: Hakudaku no Mura,"Hentai",OVA,6.79,3898
Oide yo! Shiritsu Yarimakuri Gakuen,"Hentai",OVA,6.79,1059
Reunion,"Harem, Hentai",OVA,6.79,3965
Ringetsu The Animation,"Hentai",OVA,6.79,3512
Sexfriend,"Hentai",OVA,6.79,9174
Aku no Onna Kanbu,"Hentai",OVA,6.78,4229
Daiakuji: The Xena Buster Specials,"Hentai",Special,6.78,2220
Koihime,"Fantasy, Harem, Hentai, Magic, Supernatural",OVA,6.78,3092
Floating Material,"Hentai",OVA,6.77,4567
JK to Ero Giin Sensei,"Hentai",OVA,6.77,2659
Kimihagu,"Hentai",OVA,6.77,2756
Kuro no Kyoushitsu,"Hentai",OVA,6.77,2530
Kyonyuu Kazoku Saimin,"Hentai",OVA,6.77,2521
Mou Hasamazu ni wa Irarenai♥: Hoshi ni Onegai shitara Konnani Okkiku Nacchatta!,"Hentai",OVA,6.77,1990
Spaceship Agga Ruter,"Comedy, Hentai, Sci-Fi, Space",OVA,6.77,1180
Jinkou Shoujo: Henshin Sex Android,"Hentai",OVA,6.76,3287
Saigo no Door wo Shimero!,"Comedy, Drama, Romance, Yaoi",OVA,6.76,9076
Shoujo Senki Soul Eater,"Hentai",OVA,6.76,6706
TSF Monogatari,"Hentai",OVA,6.76,6162
Junjou Shoujo Et Cetera,"Hentai",OVA,6.75,2640
Kowaremono: Risa Plus The Animation,"Hentai",OVA,6.75,1345
Mezzo Forte,"Action, Comedy, Hentai, Sci-Fi",OVA,6.75,14651
Saimin Ryoujoku Gakuen,"Hentai",OVA,6.75,3023
Star☆Jewel,"Hentai, Yuri",OVA,6.75,2430
Cleavage,"Hentai",OVA,6.74,6250
Fukubiki! Triangle: Futaba wa Atafuta ♥,"Hentai",OVA,6.74,2720
Furueru Kuchibiru Episode 0,"Hentai",OVA,6.74,1953
Gakuen Shimai,"Hentai",OVA,6.74,2864
Garden,"Hentai",OVA,6.73,4334
Hyoudou Ibuki: Kanpeki Ibuki Kaichou ga Kousoku Do M!? na Wake,"Hentai",OVA,6.75,2568
My Imouto: Koakuma na A-Cup,"Hentai",OVA,6.74,5400
Oyakodon: Oppai Tokumori Bonyuu Tsuyudaku de,"Hentai",OVA,6.73,2634
Soreyuke Marin-chan,"Hentai, Sci-Fi",OVA,6.74,1934
Soukou Kijo Iris,"Hentai",OVA,6.74,2958
Chinetsu Karte: The Devilish Cherry,"Hentai",OVA,6.73,2586
Gibomai,"Hentai",OVA,6.73,3419
Harukoi Otome,"Harem, Hentai",OVA,6.73,3844
Itazura The Animation,"Hentai",OVA,6.73,4577
Oshiete Re: Maid,"Hentai",OVA,6.73,3126
A Kite,"Action, Drama, Hentai, Police",OVA,6.72,27941
Boin,"Hentai",OVA,6.72,6383
Bust to Bust: Chichi wa Chichi ni,"Hentai",OVA,6.72,3954
Choukou Tenshi Escalayer,"Demons, Hentai, Sci-Fi, Super Power",OVA,6.72,6574
Futabu! Mix: Futanari World,"Hentai, School, Yuri",OVA,6.72,3323
Kanojo wa Dare to demo Sex Suru.,"Hentai",OVA,6.72,3054
Natsumushi The Animation,"Hentai",OVA,6.72,3044
Paizuri Cheerleader vs. Sakunyuu Ouendan!,"Hentai",OVA,6.72,2089
Zoku Koihime,"Fantasy, Harem, Hentai, Magic, Supernatural",OVA,6.72,1711
Discipline Zero,"Hentai",OVA,6.71,5082
Jutaijima,"Hentai",OVA,6.71,2345
Kojin Jugyou The Animation: Schoolgirl Ready for a Private Lesson,"Hentai",OVA,6.71,2247
Makai Tenshi Djibril: Episode 2,"Hentai, Magic, Super Power",OVA,6.71,3594
Bible Black: Imari Ryoujoku Genba,"Hentai",Special,6.70,7393
Finder Series,"Action, Drama, Yaoi",OVA,6.70,8792
Ikusa Otome Valkyrie G,"Fantasy, Hentai, Supernatural",OVA,6.70,1944
Mahou Shoujo Ai,"Action, Hentai, Horror, Supernatural",OVA,6.70,4755
Oppai Life,"Hentai",OVA,6.70,4247
Darling,"Hentai",OVA,6.69,3600
Dokidoki Oyako Lesson: Oshiete H na Obenkyou,"Hentai",OVA,6.69,4437
Saishuu Chikan Densha Next,"Hentai",OVA,6.69,2254
Shion,"Action, Fantasy, Hentai, Supernatural",OVA,6.69,2273
Tsuma to Mama to Boin,"Hentai",OVA,6.69,3437
Zetsuai 1989,"Drama, Music, Romance, Sports, Yaoi",OVA,6.69,7117
Ikusa Otome Valkyrie 2,"Demons, Fantasy, Hentai, Supernatural",OVA,6.68,2745
Mesu Kyoushi 4: Kegasareta Kyoudan,"Hentai",OVA,6.68,2444
Soushi Souai: Junai Mellow yori,"Hentai",OVA,6.67,2060
Bronze: Zetsuai Since 1989,"Drama, Music, Romance, Sports, Yaoi",OVA,6.67,6824
Jokei Kazoku: Inbou,"Hentai",OVA,6.67,2735
Mesu Saga: Persona,"Hentai",OVA,6.66,2005
Toumei Ningen (OVA),"Hentai",OVA,6.67,4631
Gogo no Kouchou: Junai Mellow yori,"Hentai",OVA,6.66,2717
Kininaru Roommate,"Hentai",OVA,6.66,3237
Kisaku,"Hentai",OVA,6.66,1563
Yuuwaku,"Hentai, School",OVA,6.66,3499
Dorei Maid Princess,"Fantasy, Hentai",OVA,6.65,2948
Ai Shimai 2: Futari no Kajitsu,"Hentai",OVA,6.64,5247
Ane Kyun!: Joshi ga Ie ni Kita!,"Hentai",OVA,6.64,2696
Imouto Jiru,"Hentai",OVA,6.64,5952
Machi Gurumi no Wana: Hakudaku ni Mamireta Shitai,"Hentai",OVA,6.64,4348
Newmanoid Cam: Cam Castin,"Hentai",OVA,6.64,2307
Shoujo Kyouiku,"Hentai",OVA,6.64,2680
Suika,"Drama, Fantasy, Hentai, Romance",OVA,6.64,3483
Yobai Suru Shichinin no Harame,"Harem, Hentai",OVA,6.63,1745
Bikyaku Seido Kaichou Ai,"Hentai",OVA,6.63,2051
Gakuen 3,"Hentai",OVA,6.63,2188
Pinkerton,"Hentai",OVA,6.63,1648
Princess Knight☆Catue,"Hentai",OVA,6.63,3006
Rinkan Club,"Hentai",OVA,6.63,3107
Ryoujoku Hitozuma Onsen,"Hentai",OVA,6.63,2099
Unsweet: Netorare Ochita Onna-tachi,"Hentai, School",OVA,6.63,2156
Ai Shimai: Futari no Kajitsu,"Hentai",OVA,6.62,6387
Himekishi Olivia,"Hentai",OVA,6.61,2350
Kindan no Byoutou The Animation,"Harem, Hentai",OVA,6.62,2150
Rennyuu Tales The Animation,"Hentai",OVA,6.62,1859
Rin x Sen: Hakudaku Onna Kyoushi to Yaroudomo,"Hentai",OVA,6.62,3907
Shin Sei Yariman Gakuen Enkou Nikki The Animation,"Hentai",OVA,6.62,2563
Shishunki Shoujo,"Hentai, School",OVA,6.62,1843
Tsundere Inran Shoujo Sukumi,"Hentai",OVA,6.62,4042
Wana: Hakudaku Mamire no Houkago,"Hentai",OVA,6.62,2887
Gyakuten Majo Saiban: Chijo na Majo ni Sabakarechau The Animation,"Hentai",OVA,6.60,2791
Kotowari: Kimi no Kokoro no Koboreta Kakera,"Hentai",OVA,6.61,2886
Makai Tenshi Djibril,"Hentai",OVA,6.61,5641
Megachu!,"Hentai, Supernatural",OVA,6.61,3991
Nama Lo Re: Furachimono The Animation,"Hentai",OVA,6.61,1325
Shiiba-san no Ura no Kao. with Imouto Lip,"Hentai",OVA,6.61,1786
Bible Black: New Testament Recap,"Hentai",OVA,6.60,2777
Haramasete Seiryuu-kun!,"Comedy, Harem, Hentai",OVA,6.61,2754
Ikusa Otome Suvia,"Fantasy, Hentai",OVA,6.60,2954
Ryoujoku Famiresu Choukyou Menu,"Hentai",OVA,6.60,3463
Saishuu Chikan Densha,"Hentai",OVA,6.60,2445
Shin Saishuu Chikan Densha,"Hentai",OVA,6.60,2163
Starless: 21st Century Nymphomaniacs,"Hentai",OVA,6.60,3603
Famiresu Senshi Purin,"Hentai",OVA,6.59,2528
Hachishaku Hachiwa Keraku Meguri: Igyou Kaikitan The Animation,"Hentai, Supernatural",OVA,6.59,481
Ma ga Ochiru Yoru,"Hentai",OVA,6.59,2684
Shin Ringetsu,"Drama, Hentai, Supernatural",OVA,6.59,2295
Shinshou Genmukan,"Hentai",OVA,6.59,2261
Aniyome,"Hentai",OVA,6.58,2865
Kansen 3: Shuto Houkai,"Hentai",OVA,6.58,2654
Kansen 5: The Daybreak,"Hentai",OVA,6.58,2928
Okane ga Nai,"Drama, Romance, Yaoi",OVA,6.58,27367
JK to Ero Konbini Tenchou,"Hentai",OVA,6.57,2194
Kansen: Inyoku no Rensa,"Hentai",OVA,6.57,3816
Kimi no Na wo Yobeba,"Hentai, School",OVA,6.57,2189
Madonna: Kanjuku Body Collection,"Harem, Hentai",OVA,6.57,1786
Shion Special,"Hentai",Special,6.58,860
Yagami Yuu,"Hentai",OVA,6.57,3770
Angel Blade Punish!,"Adventure, Hentai, Magic, Sci-Fi",OVA,6.56,3957
Demonion: Gaiden,"Hentai",OVA,6.56,2345
Hitoriga The Animation,"Hentai",OVA,6.56,2878
Hitozuma Cosplay Kissa 2: Hitozuma LoveLove - Cosplay OVA,"Hentai",OVA,6.56,1615
Houkago: Nureta Seifuku,"Hentai",OVA,6.56,5847
Otome Chibaku Yuugi,"Hentai",OVA,6.56,2552
Vampire,"Hentai, Supernatural",OVA,6.56,2589
Aisai Nikki,"Hentai",OVA,6.55,4978
Enkou Shoujo: Rikujoubu Yukki no Baai The Animation,"Hentai",OVA,6.54,1402
Honoo no Haramase Motto! Hatsuiku! Karada Sokutei 2,"Harem, Hentai, School",OVA,6.55,1729
Kansen 2: Inzai Toshi,"Hentai",OVA,6.55,2754
Little Monica Monogatari,"Hentai",OVA,6.55,5710
Mahou Shoujo Elena,"Hentai, Magic, Supernatural",OVA,6.55,3302
Soredemo Tsuma wo Aishiteru,"Hentai",OVA,6.54,3122
Tsumamigui,"Hentai",OVA,6.55,2651
Valkyrie Choukyou Semen Tank no Ikusa Otome 10-nin Shimai,"Hentai",OVA,6.55,2551
Virgin Night,"Hentai, Romance",OVA,6.55,2171
Yakin Byoutou,"Hentai",OVA,6.55,6061
Cream Lemon,"Comedy, Drama, Fantasy, Hentai, Parody, Romance, Sci-Fi, Yuri",OVA,6.54,2603
Creamy Pie,"Hentai",OVA,6.54,2481
Panchira Teacher,"Hentai, School",OVA,6.54,4881
Tokubetsu Byoutou,"Hentai",OVA,6.54,2572
Allargando The Animation,"Hentai",OVA,6.53,2115
Elf Hime Nina,"Fantasy, Hentai, Supernatural",OVA,6.53,2684
Fetikano!,"Hentai",OVA,6.53,2024
Gakuen 2,"Hentai, School",OVA,6.53,2217
Maid in Heaven SuperS,"Hentai",OVA,6.53,3853
Shinkyoku no Grimoire The Animation: Unico no Natsuyasumi,"Fantasy, Hentai",Special,6.53,415
300 En no Otsukiai,"Hentai",OVA,6.53,902
Hana no Joshi Announcer: Newscaster Etsuko,"Hentai",OVA,6.52,4874
Houkago Initiation,"Hentai",OVA,6.52,1613
Inyutsu no Yakata The Animation,"Hentai",OVA,6.52,1821
Oppai Infinity∞! The Animation,"Hentai",OVA,6.51,1885
Saimin Jutsu The Animation 2nd,"Hentai",OVA,6.52,2209
Bi-chiku Beach: Nangoku Nyuujoku Satsueikai,"Hentai",OVA,6.51,2863
Inyouchuu Shoku,"Demons, Fantasy, Hentai",OVA,6.51,3056
Love Colon,"Hentai",OVA,6.51,1970
Euphoria,"Hentai",OVA,6.50,12922
Genmukan,"Hentai",OVA,6.50,3813
Inyouchuu The Animation,"Hentai, School, Supernatural",OVA,6.50,3363
Kyouiku Shidou The Animation,"Hentai",OVA,6.50,2438
The Rapeman,"Hentai",OVA,6.50,2722
Crimson Girls: Chikan Shihai,"Hentai",OVA,6.49,3292
D+vine Luv,"Hentai",OVA,6.49,2241
Iyashite Agerun Saiyuuki,"Hentai, Parody",OVA,6.49,3165
Junai Maniac,"Hentai",OVA,6.49,1737
Kowaremono: Risa The Animation,"Hentai",OVA,6.49,2103
Maple Colors,"Hentai",OVA,6.49,3258
Ore wa Kanojo wo Shinjiteru!,"Hentai",OVA,6.49,5071
Shin Angel,"Comedy, Drama, Hentai, Romance",OVA,6.49,1420
Tsuma no Haha Sayuri,"Hentai",OVA,6.49,2071
Yakin Byoutou San,"Hentai",OVA,6.49,2710
Kanojo ga Nekomimi ni Kigaetara,"Hentai",OVA,6.48,1777
Lo Re: Pako Sukusuku Mizuki-chan The Animation,"Hentai",OVA,6.48,1819
Mesu Kyoushi: Injoku no Kyoushitsu,"Hentai",OVA,6.48,2005
Musuko no Tomodachi ni Okasarete,"Hentai",OVA,6.48,1883
Rinkan Biyaku Chuudoku: Nigeba Nashi! 1428-nin no Seito Zenin ni Sex Sareru Reijou Sayaka,"Hentai",OVA,6.48,2327
Samayou Midara na Lunatics,"Hentai",OVA,6.48,1916
Taimanin Yukikaze,"Demons, Hentai, Supernatural",OVA,6.47,3280
Bijukubo,"Hentai",OVA,6.47,2918
Kage (OVA),"Action, Hentai, Historical, Martial Arts",OVA,6.47,3176
Papa to Kiss in the Dark,"Comedy, Drama, Romance, Yaoi",OVA,6.47,28620
Seijun Kango Gakuin,"Comedy, Hentai",OVA,6.47,1864
Soukan Yuugi 2,"Hentai",OVA,6.47,2570
Akina to Onsen de H Shiyo!,"Hentai",OVA,6.46,4372
Binkan Athlete,"Hentai",OVA,6.46,3537
Hump Bang,"Hentai",OVA,6.46,1775
Inda no Himekishi Janne,"Fantasy, Hentai, Horror",OVA,6.46,3422
JK to Orc Heidan: Aku Buta Oni ni Ryougyaku Sareta Seijo Gakuen,"Hentai",OVA,6.46,2918
Kizuna,"Drama, Romance, Yaoi",OVA,6.46,6547
M Ogui: Last Order,"Hentai",OVA,6.46,2331
Okane ga Nai Specials,"Drama, Romance, Yaoi",Special,6.46,1285
Seifuku Shojo The Animation,"Hentai",OVA,6.46,2552
Angel Blade,"Action, Demons, Hentai",OVA,6.45,5863
Majuu Jouka Shoujo Utea,"Hentai",OVA,6.45,1542
Secret Journey,"Comedy, Fantasy, Hentai, Supernatural, Yaoi",OVA,6.46,2349
Toumei Ningen R,"Hentai",OVA,6.45,2300
Hitozuma Ryoujoku Sankanbi,"Hentai",OVA,6.44,2486
Makai Tenshi Djibril 3,"Fantasy, Harem, Hentai, School, Supernatural",OVA,6.44,2831
Mashou no Nie 3,"Hentai",OVA,6.44,1430
Oni-Tensei,"Hentai, Horror, Supernatural",OVA,6.44,1387
Waisetsu Missile The Animation,"Hentai",OVA,6.44,2179
D-Spray,"Hentai",OVA,6.42,1800
Futari no Aniyome,"Hentai",OVA,6.43,1958
Hishoka Drop The Animation,"Hentai",OVA,6.43,1974
Kachou no Koi,"Comedy, Romance, Yaoi",OVA,6.43,6890
Mahou Shoujo Ai San: The Anime,"Demons, Hentai, School, Supernatural",OVA,6.43,1981
Manin Densha,"Hentai",OVA,6.43,2708
Mejoku,"Hentai",OVA,6.43,2830
Nama Lo Re: Namakemono The Animation,"Hentai",OVA,6.43,1529
Pet Life,"Hentai",OVA,6.43,2374
Inbaku Gakuen,"Hentai, School",OVA,6.42,2489
Magical Witch Academy: Boku to Sensei no Magical Lesson The Animation,"Hentai",OVA,6.42,2930
Nikuyoku Gangu Takuhainin,"Hentai",OVA,6.42,1566
Shintaisou: Kari,"Hentai",OVA,6.42,3942
Shiofuki Mermaid,"Hentai",OVA,6.42,1690
Taimanin Asagi Special,"Action, Demons, Hentai, Martial Arts, Supernatural",Special,6.42,2258
Aki-Sora: Yume no Naka,"Ecchi, Romance, Seinen, Yuri",OVA,6.41,37519
Bakunyuu Maid Kari,"Hentai",OVA,6.41,2588
Cool Devices,"Hentai",OVA,6.41,3966
Iinari! Saimin Kanojo,"Hentai",OVA,6.41,2867
Immoral,"Hentai",OVA,6.41,2189
Kanojo ga Mimai ni Konai Wake,"Drama, Hentai",OVA,6.41,2704
Last Waltz: Hakudaku Mamire no Natsu Gasshuku,"Hentai",OVA,6.41,2748
Mahou Shoujo Isuka,"Hentai",OVA,6.41,2600
Bakunyuu Shimai,"Hentai",OVA,6.40,2381
Chikan Monogatari,"Hentai",OVA,6.40,2727
Eromame,"Hentai",OVA,6.40,1854
Love es M The Animation,"Hentai",OVA,6.40,1585
Nageki no Kenkou Yuuryouji,"Comedy, Hentai, Yuri",OVA,6.40,2594
Otome Juurin Yuugi: Maiden Infringement Play,"Hentai",OVA,6.40,2673
Youkou no Ken,"Adventure, Comedy, Hentai",OVA,6.40,1895
Angel Blade: Cut Scene,"Hentai, Sci-Fi",Special,6.39,1342
Bokura no Sex,"Hentai",OVA,6.39,532
Can Can Bunny Extra,"Fantasy, Hentai, Romance",OVA,6.39,2029
Ecchi na Shintai Sokutei Anime Edition,"Hentai",OVA,6.34,414
Futago no Haha Seihonnou,"Hentai",OVA,6.39,2372
Himekishi Angelica,"Hentai",OVA,6.39,2383
Kodomo no Jikan,"Hentai",OVA,6.39,6172
Pia Carrot e Youkoso!! 2,"Comedy, Hentai, Romance",OVA,6.39,1408
Seitokaichou Hikaru,"Hentai",OVA,6.39,2772
Tsuma Tsuma,"Hentai",OVA,6.39,2208
Chijoku Shinsatsushitsu,"Hentai",OVA,6.38,2825
Discode: Ijou Seiai,"Hentai",OVA,6.38,4289
Furyou ni Hamerarete Jusei Suru Kyonyuu Okaasan The Animation,"Hentai",OVA,6.38,2646
Heartwork: Symphony of Destruction,"Action, Hentai",OVA,6.38,2197
Hi.Me.Go.To,"Hentai",OVA,6.38,2459
Hitou Meguri Kakure Yu: Mao-hen,"Hentai",OVA,6.38,2946
Inyouchuu Shoku Special,"Demons, Fantasy, Hentai, Horror, Supernatural",OVA,6.38,1492
Kagachi-sama Onagusame Tatematsurimasu: Netorare Mura Inya Hanashi The Animation,"Hentai",OVA,6.39,2124
Kakushi Dere Special,"Hentai",Special,6.38,983
Momiji,"Hentai, School",OVA,6.38,1506
PeroPero☆Teacher,"Hentai",OVA,6.38,2478
The Guts!,"Hentai",OVA,6.38,2890
Yakin Byoutou Ni,"Hentai",OVA,6.38,2741
Choujin Densetsu Urotsukidouji Movie,"Action, Demons, Drama, Hentai",Movie,6.37,2545
Dorei Ichiba,"Hentai",OVA,6.37,2049
Furifure The Animation,"Hentai",OVA,6.37,1832
Mokkai Shiyo?,"Hentai",OVA,6.37,1453
Momoiro Milk,"Hentai",OVA,6.37,1628
One: Kagayaku Kisetsu e - True Stories,"Hentai",OVA,6.37,1934
Pure Mail,"Hentai",OVA,6.37,1911
Saimin Jutsu Zero,"Hentai",OVA,6.37,1974
Toriko Hime: Hakudaku Mamire no Reijou,"Hentai",OVA,6.37,3025
Yakin Byoutou Kranke,"Hentai",OVA,6.37,2175
Ai wa Kagi no Kazu dake... Fuuzoku Mansion,"Hentai",OVA,6.36,2181
Cele Kano,"Hentai",OVA,6.36,1947
Diabolus: Kikoku,"Hentai",OVA,6.36,3250
Guren,"Harem, Hentai",OVA,6.36,3034
Imouto de Ikou!,"Hentai",OVA,6.36,2457
Kazama Mana,"Hentai",OVA,6.36,3252
Otome Hime,"Hentai",OVA,6.36,1526
